Number_of_seats,Longitude,Latitude
16,144.964499582,-37.81782922
88,144.964331578,-37.81741878
46,144.964331578,-37.81741878
20,144.963723796,-37.81771479
42,144.963225812,-37.81784765
3,144.963225812,-37.81784765
150,144.963031342,-37.81782313
30,144.962709793,-37.81858716
36,144.962437489,-37.81798973
20,144.962529863,-37.81819275
44,144.962577278,-37.81829599
52,144.964881634,-37.81729894
6,144.965094991,-37.8176365
6,144.965902811,-37.81706291
10,144.965902811,-37.81706291
24,144.965902811,-37.81706291
31,144.965484392,-37.81710105
86,144.965484392,-37.81710105
45,144.965484392,-37.81710105
84,144.965626371,-37.81760781
14,144.965626371,-37.81760781
6,144.965626371,-37.81760781
32,144.965626371,-37.81760781
10,144.965626371,-37.81760781
4,144.965997337,-37.81752037
52,144.966551699,-37.81724878
36,144.966551699,-37.81724878
20,144.966551699,-37.81724878
34,144.966551699,-37.81724878
120,144.967022998,-37.817356
77,144.966772438,-37.81688806
67,144.969086214,-37.81670922
30,144.969086214,-37.81670922
16,144.969018392,-37.81650919
8,144.967694594,-37.81676378
20,144.972041157,-37.81584246
80,144.971726234,-37.81546152
100,144.971726234,-37.81546152
40,144.971726234,-37.81546152
80,144.971392543,-37.81542975
10,144.971103906,-37.81553247
80,144.970964312,-37.81556733
48,144.970158531,-37.81573536
28,144.970042511,-37.8157316
3,144.97033669,-37.81637277
90,144.970430393,-37.81629562
10,144.970735312,-37.81595762
12,144.972512308,-37.81506474
180,144.972512308,-37.81506474
80,144.974205236,-37.81477015
12,144.974101918,-37.81454561
80,144.972720932,-37.81546181
55,144.972720932,-37.81546181
60,144.955210542,-37.81936788
60,144.958118498,-37.81853877
15,144.958118498,-37.81853877
140,144.958118498,-37.81853877
180,144.958118498,-37.81853877
26,144.957034879,-37.81863721
200,144.957034879,-37.81863721
100,144.959122102,-37.81858017
64,144.958923708,-37.81817724
150,144.958923708,-37.81817724
30,144.961222905,-37.81739636
12,144.961113133,-37.81745677
26,144.959876637,-37.81797777
80,144.960828296,-37.81778076
34,144.960818561,-37.81804618
82,144.96325377,-37.81706705
22,144.96325377,-37.81706705
140,144.96325377,-37.81706705
86,144.962441845,-37.81728433
52,144.962441845,-37.81728433
74,144.962188553,-37.81758572
65,144.963682791,-37.81726468
22,144.963897061,-37.81719967
124,144.963897061,-37.81719967
12,144.963897061,-37.81719967
4,144.965596579,-37.8166033
10,144.965596579,-37.8166033
16,144.965596579,-37.8166033
2,144.965596579,-37.8166033
9,144.965596579,-37.8166033
40,144.965596579,-37.8166033
4,144.965596579,-37.8166033
48,144.966330418,-37.81584477
28,144.965831257,-37.81606673
10,144.965831257,-37.81606673
10,144.965340705,-37.81620631
20,144.965340705,-37.81620631
12,144.968755329,-37.81543178
160,144.968755329,-37.81543178
8,144.968755329,-37.81543178
80,144.967706573,-37.81546678
20,144.967430384,-37.81584777
60,144.967430384,-37.81584777
42,144.967430384,-37.81584777
34,144.967430384,-37.81584777
60,144.967430384,-37.81584777
38,144.970749815,-37.81492031
26,144.970749815,-37.81492031
6,144.970749815,-37.81492031
70,144.970259815,-37.81468591
80,144.970007305,-37.81473508
360,144.969846693,-37.81516811
44,144.970064625,-37.81485876
8,144.97372009,-37.81372702
72,144.9734622,-37.81377997
470,144.972628061,-37.81430616
86,144.972628061,-37.81430616
27,144.972628061,-37.81430616
120,144.972628061,-37.81430616
12,144.972628061,-37.81430616
16,144.972628061,-37.81430616
36,144.972628061,-37.81430616
13,144.972628061,-37.81430616
12,144.954350497,-37.81867545
28,144.954350497,-37.81867545
16,144.954350497,-37.81867545
36,144.95494399,-37.81850425
30,144.954568784,-37.81861166
8,144.955443957,-37.81787118
18,144.95490538,-37.81802782
22,144.95747321,-37.81753383
47,144.95747321,-37.81753383
8,144.95747321,-37.81753383
100,144.95747321,-37.81753383
189,144.957951436,-37.8176551
88,144.960311216,-37.81680457
100,144.960311216,-37.81680457
6,144.960522519,-37.81642893
20,144.96064227,-37.81669009
20,144.959762303,-37.81703239
10,144.959762303,-37.81703239
20,144.959762303,-37.81703239
60,144.959996472,-37.81679183
22,144.96031192,-37.8169991
100,144.960535403,-37.8162542
20,144.96039685,-37.81629333
8,144.96008589,-37.81638559
10,144.96008589,-37.81638559
120,144.959550046,-37.81660734
30,144.960969473,-37.81637877
150,144.961045422,-37.81666775
10,144.9617186,-37.81629382
69,144.962689009,-37.81601764
16,144.963497917,-37.81592157
6,144.963451288,-37.81582211
24,144.963293833,-37.81554941
12,144.963293833,-37.81554941
45,144.962439168,-37.81585501
4,144.962984386,-37.81570426
20,144.962984386,-37.81570426
40,144.962984386,-37.81570426
9,144.962984386,-37.81570426
186,144.962984386,-37.81570426
20,144.962811578,-37.81581721
8,144.964390052,-37.81526826
21,144.964390052,-37.81526826
29,144.964193634,-37.81557613
31,144.964193373,-37.81591326
190,144.965603432,-37.81483458
28,144.964225445,-37.81528948
34,144.966125777,-37.81528474
5,144.965777374,-37.81507697
38,144.965777374,-37.81507697
50,144.967277785,-37.81485585
60,144.967453742,-37.81479918
12,144.967714436,-37.81474662
80,144.969379711,-37.81398457
12,144.969379711,-37.81398457
12,144.970281283,-37.8139675
80,144.970281283,-37.8139675
200,144.970029111,-37.81354777
48,144.972708347,-37.81342593
18,144.972708347,-37.81342593
15,144.97289193,-37.81330535
16,144.973257529,-37.81314231
40,144.973546759,-37.81304887
40,144.97249271,-37.81278444
20,144.971695319,-37.81309819
110,144.971695319,-37.81309819
30,144.97302452,-37.81280164
45,144.973183635,-37.81260039
28,144.973183635,-37.81260039
40,144.955227955,-37.81686695
90,144.955503929,-37.81708323
120,144.953929301,-37.81777221
63,144.95701796,-37.81647428
52,144.956668799,-37.81651427
14,144.956773994,-37.81695942
8,144.956773994,-37.81695942
29,144.956773994,-37.81695942
13,144.957088037,-37.81686865
16,144.957088037,-37.81686865
12,144.957088037,-37.81686865
650,144.959592497,-37.81587957
42,144.960110088,-37.81596878
60,144.958922359,-37.81630648
25,144.962944183,-37.81491487
30,144.962944183,-37.81491487
120,144.962020651,-37.81551671
8,144.961818576,-37.81514598
54,144.961902888,-37.81533092
40,144.969927958,-37.81784564
25,144.955355947,-37.82072173
8,144.955161917,-37.8202062
88,144.955161917,-37.8202062
50,144.955251611,-37.82050816
7,144.959520032,-37.81943422
100,144.957979657,-37.81970472
200,144.961955518,-37.81861998
4,144.959974759,-37.8187779
130,144.964509018,-37.81783056
39,144.964456028,-37.81771667
60,144.963860179,-37.81764052
20,144.963733237,-37.81771613
194,144.962539312,-37.8181941
14,144.966312172,-37.81686107
36,144.965912235,-37.81706424
3,144.965493819,-37.81710238
21,144.965493819,-37.81710238
33,144.965493819,-37.81710238
53,144.965493819,-37.81710238
28,144.96656112,-37.81725011
185,144.966844129,-37.81709783
22,144.966844129,-37.81709783
10,144.968384516,-37.81635922
10,144.96855231,-37.81663984
6,144.969095624,-37.81671055
70,144.969095624,-37.81671055
60,144.969095624,-37.81671055
28,144.972050554,-37.81584378
90,144.97140194,-37.81543108
180,144.970522562,-37.81567141
80,144.970409226,-37.81569008
120,144.971943724,-37.81587593
10,144.972521701,-37.81506607
200,144.972521701,-37.81506607
36,144.973599309,-37.81528779
70,144.957560445,-37.81866398
24,144.957044361,-37.81863859
40,144.957044361,-37.81863859
111,144.957150396,-37.81874274
16,144.96112259,-37.81745812
70,144.960877534,-37.8174695
60,144.959886102,-37.81797913
140,144.963263212,-37.81706839
25,144.962456424,-37.81728105
46,144.963906499,-37.81720101
9,144.965483843,-37.81664602
8,144.965483843,-37.81664602
55,144.965606003,-37.81660463
6,144.965606003,-37.81660463
10,144.966339898,-37.81584709
10,144.966339898,-37.81584709
30,144.966339898,-37.81584709
9,144.96535013,-37.81620765
30,144.96535013,-37.81620765
30,144.96494251,-37.81662915
75,144.96494251,-37.81662915
30,144.966210107,-37.81642779
108,144.968764736,-37.81543311
10,144.967715983,-37.8154681
160,144.971181671,-37.81439749
981,144.969856095,-37.81516944
44,144.970074024,-37.81486009
470,144.972637449,-37.81430748
45,144.972637449,-37.81430748
25,144.972637449,-37.81430748
80,144.972637449,-37.81430748
96,144.972637449,-37.81430748
120,144.955615457,-37.8178281
200,144.954375351,-37.81818623
60,144.958343357,-37.81753901
80,144.960531979,-37.81643029
40,144.960585996,-37.81654603
85,144.960651729,-37.81669145
30,144.960005936,-37.81679319
20,144.960406312,-37.81629469
75,144.960350756,-37.81631229
88,144.960857088,-37.81614912
104,144.962193877,-37.81615663
76,144.963507065,-37.81592313
45,144.962439723,-37.81583717
125,144.963142352,-37.81595076
48,144.964475587,-37.81529289
14,144.964475587,-37.81529289
120,144.964924097,-37.8153724
11,144.964924097,-37.8153724
450,144.965667094,-37.8154209
20,144.964203065,-37.81557747
4,144.964202805,-37.8159146
16,144.964234875,-37.81529082
150,144.966135192,-37.81528608
32,144.966135192,-37.81528608
20,144.965786792,-37.8150783
65,144.967287194,-37.81485718
12,144.967287194,-37.81485718
52,144.969389109,-37.8139859
96,144.969389109,-37.8139859
80,144.969389109,-37.8139859
80,144.970290678,-37.81396883
20,144.970682048,-37.81354462
28,144.970682048,-37.81354462
150,144.972126626,-37.81325047
62,144.972717731,-37.81342726
15,144.972901314,-37.81330668
40,144.972502096,-37.81278577
4,144.973193019,-37.81260172
50,144.973193019,-37.81260172
110,144.95450209,-37.81732257
42,144.954109934,-37.8172192
9,144.954109934,-37.8172192
94,144.957822709,-37.81636671
7,144.957822709,-37.81636671
66,144.956678287,-37.81651564
300,144.956417307,-37.81703294
6,144.956783481,-37.8169608
60,144.957097522,-37.81687002
40,144.960198073,-37.81547404
800,144.960646121,-37.81581288
12,144.960517141,-37.81527298
50,144.958931831,-37.81630784
110,144.962953915,-37.81491597
55,144.961540047,-37.81556329
160,144.962030099,-37.81551806
48,144.961308278,-37.81565536
6,144.961308278,-37.81565536
100,144.965245099,-37.81423803
50,144.965245099,-37.81423803
12,144.964541708,-37.8144554
26,144.964541708,-37.8144554
84,144.964541708,-37.8144554
27,144.964058421,-37.81458946
8,144.964058421,-37.81458946
24,144.964058421,-37.81458946
9,144.96375247,-37.81484439
40,144.96375247,-37.81484439
24,144.964019006,-37.8148779
18,144.964358022,-37.81473427
40,144.964358022,-37.81473427
12,144.964358022,-37.81473427
20,144.96559218,-37.81407876
48,144.96559218,-37.81407876
24,144.96785772,-37.81314661
80,144.96765464,-37.81320619
24,144.967535715,-37.81324089
22,144.966607844,-37.81376902
27,144.966607844,-37.81376902
17,144.966607844,-37.81376902
100,144.968198564,-37.81367619
27,144.966239345,-37.81417034
90,144.968724809,-37.81343094
9,144.972055105,-37.81193715
20,144.972055105,-37.81193715
14,144.971914658,-37.81198476
330,144.971570154,-37.81211989
160,144.970912182,-37.81223526
240,144.971451403,-37.81281091
55,144.972359875,-37.81207948
300,144.972933874,-37.81199485
30,144.955334847,-37.81622985
40,144.955269522,-37.81608613
44,144.955183764,-37.81589981
70,144.955134354,-37.8157924
20,144.958395986,-37.81527486
100,144.959206395,-37.81499898
15,144.959473587,-37.81506689
70,144.959713256,-37.81469352
17,144.958240425,-37.81492774
30,144.961501471,-37.81443746
16,144.961765686,-37.81416491
20,144.962614332,-37.81366479
6,144.962557399,-37.81354169
12,144.962557399,-37.81354169
5,144.961370867,-37.81419619
70,144.962001325,-37.81374507
50,144.961213744,-37.81385265
7,144.961213744,-37.81385265
140,144.964656337,-37.81288802
58,144.965025183,-37.81284781
160,144.96584595,-37.81296577
250,144.966886214,-37.81259543
20,144.966886214,-37.81259543
105,144.9672862,-37.81243254
60,144.967624075,-37.81269894
120,144.967796206,-37.81264829
200,144.966964251,-37.81219534
42,144.96764258,-37.81247306
45,144.967521419,-37.81222313
50,144.968866705,-37.81199904
240,144.969273933,-37.81207228
100,144.969787188,-37.8117044
106,144.969920584,-37.81128901
60,144.969920584,-37.81128901
70,144.969349354,-37.81146361
53,144.96821685,-37.81232126
30,144.970856657,-37.81173103
100,144.971698403,-37.81137862
56,144.972517957,-37.81124969
8,144.972564821,-37.81123674
100,144.971026066,-37.8114371
50,144.970943426,-37.81125826
210,144.970654764,-37.81121597
75,144.971372416,-37.81092152
62,144.971118632,-37.81101511
46,144.954977988,-37.81538888
8,144.954900729,-37.81522237
80,144.954748384,-37.81488396
59,144.954581469,-37.81537597
21,144.955226146,-37.81459237
50,144.955316545,-37.81478779
100,144.955493135,-37.81521335
70,144.956659756,-37.81428332
70,144.955678914,-37.81501841
60,144.959883611,-37.81379784
55,144.959763729,-37.81355497
6,144.962292501,-37.81321522
80,144.96097922,-37.81338433
45,144.961271745,-37.81339624
65,144.961082978,-37.81359935
18,144.961082978,-37.81359935
30,144.961337723,-37.81354482
63,144.961307266,-37.81302173
6,144.960171475,-37.8132041
15,144.964317001,-37.81206007
13,144.964317001,-37.81206007
18,144.964317001,-37.81206007
50,144.964787834,-37.81239398
55,144.964541095,-37.81186099
40,144.966639921,-37.81126975
32,144.966270297,-37.81143445
90,144.96695137,-37.81187047
42,144.967282783,-37.81164593
35,144.967245886,-37.81156301
150,144.967046362,-37.81112058
90,144.967046362,-37.81112058
20,144.965259827,-37.81199694
21,144.965259827,-37.81199694
27,144.965333804,-37.81210899
100,144.965447985,-37.81186755
16,144.968924606,-37.81104436
112,144.968334334,-37.81099925
78,144.969529991,-37.81051241
50,144.968911852,-37.81076275
22,144.968686348,-37.81072822
80,144.96853944,-37.81098144
35,144.96853944,-37.81098144
25,144.967872148,-37.81093742
4,144.968769519,-37.81131354
110,144.968917869,-37.81131757
150,144.969084968,-37.81124576
145,144.968004154,-37.81132924
12,144.968162341,-37.810818
15,144.970505583,-37.81055842
29,144.971540661,-37.80982017
80,144.971423199,-37.81034113
50,144.971084696,-37.8103636
31,144.972068819,-37.81012834
16,144.954289613,-37.81384941
200,144.954209447,-37.81367674
150,144.955150402,-37.81406838
24,144.95670737,-37.81318044
20,144.956625419,-37.81299689
240,144.956593229,-37.81292535
90,144.956026441,-37.81347798
20,144.956026441,-37.81347798
45,144.956026441,-37.81347798
12,144.956026441,-37.81347798
6,144.961636174,-37.81161256
160,144.960689912,-37.81213742
40,144.960235599,-37.81261487
6,144.960235599,-37.81261487
6,144.960334895,-37.81244369
45,144.960334895,-37.81244369
5,144.961143873,-37.81201073
35,144.961143873,-37.81201073
66,144.961465567,-37.81220411
26,144.960350578,-37.81187576
20,144.960350578,-37.81187576
60,144.965847353,-37.81090913
130,144.96737907,-37.81056876
100,144.96917517,-37.80987752
300,144.969985036,-37.80941625
60,144.971043421,-37.8091219
80,144.971043421,-37.8091219
16,144.952905577,-37.81327436
50,144.951888431,-37.81337162
95,144.955513379,-37.8129915
14,144.961176405,-37.81091253
28,144.959653807,-37.81107155
38,144.959684286,-37.81181302
18,144.960289807,-37.81158369
50,144.963049585,-37.81077265
180,144.963049585,-37.81077265
78,144.963049585,-37.81077265
100,144.963049585,-37.81077265
35,144.963049585,-37.81077265
16,144.96411443,-37.81088675
35,144.96405697,-37.81076453
32,144.963760084,-37.81036646
70,144.967567441,-37.80889381
100,144.968904346,-37.80907604
50,144.968837799,-37.80893302
100,144.968837799,-37.80893302
50,144.96877197,-37.80879476
41,144.966825993,-37.80932712
88,144.957123509,-37.81123862
130,144.956698044,-37.81146407
34,144.959146247,-37.81072178
8,144.959287049,-37.81068114
21,144.960444339,-37.81010525
11,144.961343329,-37.80933868
5,144.963219414,-37.80953359
16,144.96295652,-37.80909294
24,144.96295652,-37.80909294
154,144.963429224,-37.80945869
60,144.963189112,-37.80895731
75,144.963189112,-37.80895731
360,144.964559885,-37.80818503
16,144.964559885,-37.80818503
75,144.968036105,-37.80786177
45,144.950955269,-37.81132737
56,144.958002795,-37.8098814
6,144.958002795,-37.8098814
100,144.957970543,-37.80968698
102,144.960006406,-37.80914481
12,144.960433846,-37.80897672
28,144.96035335,-37.80885999
16,144.959162971,-37.80896134
40,144.958521118,-37.80898056
16,144.958521118,-37.80898056
140,144.962937359,-37.80846031
32,144.962937359,-37.80846031
14,144.95724895,-37.80746124
48,144.95724895,-37.80746124
20,144.95724895,-37.80746124
28,144.95724895,-37.80746124
12,144.95724895,-37.80746124
16,144.95724895,-37.80746124
9,144.95724895,-37.80746124
30,144.95724895,-37.80746124
10,144.95724895,-37.80746124
67,144.959801127,-37.8076043
40,144.958125087,-37.80861458
15,144.958380541,-37.80792292
130,144.958380541,-37.80792292
16,144.959960252,-37.80794226
33,144.960573897,-37.80771122
22,144.960825623,-37.80742088
22,144.961622051,-37.80752431
75,144.961415374,-37.80713928
23,144.96339574,-37.80700834
84,144.953651706,-37.82253773
84,144.953651706,-37.82253773
25,144.964960301,-37.79953872
70,144.96673638,-37.79886216
20,144.966411805,-37.79882661
48,144.96671114,-37.8002813
100,144.96671114,-37.8002813
100,144.966726707,-37.80019117
80,144.966750457,-37.80004701
30,144.96677947,-37.79986898
6,144.96677947,-37.79986898
12,144.966792843,-37.79978512
80,144.966819214,-37.79964256
20,144.966836017,-37.79954403
120,144.966847658,-37.79947888
15,144.966919825,-37.79905522
20,144.967099221,-37.79822281
20,144.967088685,-37.79818093
32,144.96715769,-37.79764474
20,144.967187358,-37.79750965
39,144.967238208,-37.79734826
88,144.969136032,-37.79315835
64,144.969288676,-37.79712708
